title,price,rating,reviews,availability,Category
"Whirlpool 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 8.5 GREY DAZZLE,2x Drying Power)","₹12,990.00",4.2 out of 5 stars,725 ratings,In stock,amazon_washing machine_data
"Godrej 7 Kg 5 Star I-Wash Technology Fully Automatic Top Load Washing Machine (WTEON 700 5.0 AP GPGR, Graphite Grey, With Toughened Glass Lid)","₹13,990.00",3.9 out of 5 stars,"1,458 ratings",Not Available,amazon_washing machine_data
"Power Guard 10.5 kg, 5 star, Semi-Automatic Top Load Washing Machine, Air Turbo Drying, Dark Gray, 2024 Model)","₹9,990.00",4.3 stars,116 ratings,In stock,amazon_washing machine_data
"Whirlpool 8 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 8.0 GREY DAZZLE,2x Drying Power)","₹12,490.00",4.2 out of 5 stars,555 ratings,In stock,amazon_washing machine_data
DMR Portable 3 kg 2 Star Single Tub Top Load Mini Washing Machine with 1.5 kg Dryer Basket (Blue) - with 1 year Spare Supply Warranty Model -DMR 30-1208,"₹5,224.00",3.6 out of 5 stars,"3,052 ratings",In stock,amazon_washing machine_data
"Whirlpool 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE DRY 8.5 Kg, GREY DAZZLE ,2x Drying Power)","₹12,990.00",4.3 stars,725 ratings,In stock,amazon_washing machine_data
"Whirlpool 7 Kg 5 Star Inverter Front Load Fully Automatic Washing Machine with In-Built Heater (XS7010BWW52E, Crystal White, 100+ Tough Stains, Steam Technology, 6th Sense Soft Move, 2024 Model)","₹28,990.00",4.0 out of 5 stars,98 ratings,Not Available,amazon_washing machine_data
VW 8.5 kg 5 Star Storm Wash with Toughened Glass Semi Automatic Top Load Washing Machine StormWash0085G (Black),"₹8,499.00",5.0 out of 5 stars,2 ratings,In stock,amazon_washing machine_data
"IFB 9 Kg/6 Kg/3 Kg 3-in-1, AI Powered, Fully Automatic Washer Dryer Refresher (Laundrimagic®, EXECUTIVE ZMN, 9 Swirl Wash, Eco Inverter Technology, Mocha)","₹50,990.00",4.5 out of 5 stars,31 ratings,In stock,amazon_washing machine_data
"Whirlpool 7.0 Kg 5 Star MAGIC CLEAN Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN RYL SRS 7.0 GREY DAZZLE (5YR), 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹9,490.00",4.2 out of 5 stars,"11,662 ratings",In stock,amazon_washing machine_data
"Whirlpool 9 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 9.0 GREY DAZZLE,2x Drying Power)","₹13,990.00",4.1 out of 5 stars,242 ratings,In stock,amazon_washing machine_data
"Panasonic 8 kg 5 Star Inverter Fully Automatic Front Loading Washing Machine (NA-148MH2L01, 2024 Model, Dark Silver, Steam, Drynamic Spin)","₹28,990.00",4.4 out of 5 stars,80 ratings,In stock,amazon_washing machine_data
"Whirlpool 6.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹8,990.00",4.1 out of 5 stars,283 ratings,In stock,amazon_washing machine_data
"Haier 8 kg 5 Star Oceanus Wave Drum Washing Machine Fully Automatic Top Load (HWM80-826DNZP,Titanium Grey)","₹17,490.00",4.1 out of 5 stars,15 ratings,In stock,amazon_washing machine_data
"Samsung 7 kg, 5 Star, AI Control, Wi-Fi, Digital Inverter, Motor, Fully-Automatic Front Load Washing Machine (WW70T502NAN1TL, Hygiene Steam, Inox)","₹30,990.00",4.2 stars,"3,327 ratings",In stock,amazon_washing machine_data
"IFB 8 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Senator GXN 8012, Steam Refresh Program with Eco Inverter, Grey)","₹32,490.00",3.8 out of 5 stars,547 ratings,In stock,amazon_washing machine_data
"Midea 7 kg Semi Automatic Top Load Washing Machine Blue, White (MWMSA070PPG(BW))","₹7,290.00",4.3 stars,17 ratings,In stock,amazon_washing machine_data
"Samsung 9 Kg 5 Star Wi-Fi Enabled Inverter Fully Automatic Top Loading Washing Machine Appliance (WA90BG4582BDTL Versailles Gray, In-Built Heater, Ecobubble)","₹26,900.00",4.2 stars,112 ratings,In stock,amazon_washing machine_data
"Samsung 8.5 kg, 5 star, Semi-Automatic Top Load Washing Machine (WT85C4200GG/TL, Air Turbo Drying, LIGHT GRAY)","₹13,990.00",4.3 stars,"1,451 ratings",In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 14 Kg 5 Star Semi-Automatic Top Load Washing Machine (WTT140UPA/GR5KPTD, Grey, Special pulsator and Double waterfall Technology)","₹16,190.00",4.3 stars,350 ratings,In stock,amazon_washing machine_data
"IFB 9 Kg 5 Star with DeepClean® Technology Powered by AI, Fully Automatic Top Load Washing Machine (2025 Model, TL900NB2S, PowerSteam®, Inbuilt Heater, Aqua Energie, Noir Black)","₹26,990.00",4.1 out of 5 stars,4 ratings,In stock,amazon_washing machine_data
Whirlpool 7.5 Kg 5 Star StainWash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS 7.5 (H) GREY 10YMW with In-Built Heater),"₹18,050.00",4.1 stars,"11,550 ratings",Only 2 left in stock.,amazon_washing machine_data
"Godrej 7 Kg 5 Star Zero Pressure Technology Fills Tub 60% Faster, Auto Balance system,Fully-Automatic Top Load Washing Machine(WTEON ALP 70 5.0 FDTN GPGR, Graphite Grey, Steel Drum)","₹13,990.00",4.4 stars,"1,520 ratings",In stock,amazon_washing machine_data
"Samsung 12 kg, 5star, AI Control, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW12DG6B24ASTL, Navy)","₹46,990.00",4.2 stars,"7,106 ratings",In stock,amazon_washing machine_data
"LG 7.5 Kg 5 Star Smart Inverter Technology Fully Automatic Top Load Washing Machine (T75VBMB1Z, Auto Prewash, Turbodrum, Stainless Steel drum, LED Display, Smart Diagnosis, Middle Black)","₹18,990.00",4.2 stars,419 ratings,In stock,amazon_washing machine_data
ionstar 7 KG 2025 Hydro Wash Series | Semi Automatic Top Load Washing Machine | Magic Filter | Jet Pulsator | Air Dryer | Buzzer | Wheels | Black,"₹6,740.00",5.0 out of 5 stars,1 rating,In stock,amazon_washing machine_data
"Onida 6.5 kg Top Load Washer Only (WS65WLPT1LR Liliput, Lava Red)","₹3,338.00",4.1 out of 5 stars,"5,597 ratings",Not Available,amazon_washing machine_data
"Godrej 7.5 Kg 5 Star Storm Force Pulsator Semi Automatic Top Load Washing Machine (WS EDGE CLS 75 5.0 PN2 GPGR, Graphite Grey, With Translucent Lid)","₹10,590.00",4.3 stars,306 ratings,In stock,amazon_washing machine_data
"Foxsky 7.5 kg Semi-Automatic Top Load Washing Machine Appliance (Aqua Wash, MAROON)","₹7,190.00",4.1 out of 5 stars,14 ratings,In stock,amazon_washing machine_data
"Onida 7.0 kg Top Load Washer Only (W70W, Lava Red)","₹5,089.00",4.1 out of 5 stars,117 ratings,Not Available,amazon_washing machine_data
"Onida 9.0 kg Top Load Washer Only (W90W, Lava Red), Free 1 Year Extended warranty","₹4,999.00",4.1 out of 5 stars,"1,843 ratings",Not Available,amazon_washing machine_data
"Panasonic 8 Kg Wifi Fully-Automatic Top Loading Smart Washing Machine (NA-F80CH3CRB, Charcoal Inox Grey, Drynamic Spin)","₹18,990.00",4.2 out of 5 stars,373 ratings,In stock,amazon_washing machine_data
"Whirlpool 7.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 7.5 GREY DAZZLE, Fast Drying)","₹10,990.00",4.2 out of 5 stars,"5,908 ratings",In stock,amazon_washing machine_data
"Panasonic 8 kg 5 Star Inverter Fully Automatic Front Loading Washing Machine (NA-148MH2L01, 2024 Model, Dark Silver, Steam, Drynamic Spin)","₹28,990.00",4.4 out of 5 stars,80 ratings,In stock,amazon_washing machine_data
"Godrej 7 Kg 5 Star Zero Pressure Technology Fills Tub 60% Faster, Auto Balance system,Fully-Automatic Top Load Washing Machine(WTEON ALP 70 5.0 FDTN GPGR, Graphite Grey, Steel Drum)","₹13,990.00",4.4 stars,"1,520 ratings",In stock,amazon_washing machine_data
"Power Guard 7.5 kg 5 Star Semi-Automatic Top Loading Washing Machine Appliance (PG75WM-BG-OP, Burgundy, Powerful Motor, Effective Wash Pulsator,1400 RPM & Castors)","₹7,290.00",4.3 stars,37 ratings,In stock,amazon_washing machine_data
"Haier 8 Kg 5 Star Powered by AI-DBT with PuriSteam, 525mm Super Drum Fully Automatic Front Load Washing Machine (EFL80-IM12IBIEBK, Inverter with In-Built Heater, Stainless Steel Drum, Black)","₹32,990.00",4.1 out of 5 stars,96 ratings,In stock,amazon_washing machine_data
ionstar 7 KG 2024 Glow Series | Toughened Glass | Hydro Wash Semi-Automatic Washing Machine| Jet Pulsator | Air Dryer | Buzzer | Sparky Black Edition|,"₹7,790.00",3.8 out of 5 stars,64 ratings,In stock,amazon_washing machine_data
"Acer 8.0 Kg 5 Star Fully-Automatic Top Loading Washing Machine (AR80HFATLH2C2CR24D, Cherry Red,12 Wash Programs, In-Built Heater, Magic Filter, Robust Motor)","₹16,499.00",4.4 out of 5 stars,17 ratings,In stock,amazon_washing machine_data
"Samsung 9 kg, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW90T4040CB1TL, Black)","₹39,990.00",4.3 out of 5 stars,"1,498 ratings",Not Available,amazon_washing machine_data
Voltas Beko 12 kg Semi Automatic Washing Machine (Burgundy) WTT120ABRT,"₹13,900.00",4.7 out of 5 stars,36 ratings,Only 1 left in stock.,amazon_washing machine_data
BOSCH 9 kg 5 Star with 1360 High RPM Spin Motor Semi Automatic Top Load Washing Machine Multicolor (WJP904C0IN),"₹13,499.00",4.3 stars,3 ratings,In stock,amazon_washing machine_data
"LG 10 Kg 5 Star Inverter Wi-Fi Fully-Automatic Top Load Washing Machine (THD10NWM, Middle Black, AIDD Technology)","₹28,990.00",4.2 stars,641 ratings,In stock,amazon_washing machine_data
Whirlpool 7.5 Kg 5 Star StainWash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS 7.5 (H) GREY 10YMW with In-Built Heater),"₹18,050.00",4.1 stars,"11,550 ratings",Only 2 left in stock.,amazon_washing machine_data
"Whirlpool 6.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹8,990.00",4.1 out of 5 stars,283 ratings,In stock,amazon_washing machine_data
ionstar 10 KG 2025 Hydro Wash Semi Automatic Washing Machine | Magic Filter | Jet Pulsator | Air Dryer | Buzzer | Double WaterFall | Extended Warranty - Grey,"₹9,490.00",5.0 out of 5 stars,3 ratings,In stock,amazon_washing machine_data
"Godrej 8 Kg 5 Star, With Soft Shut Wash Lid, Semi-Automatic Top Loading Washing Machine (WSEDGE ULTS 80 5.0 DB2M CSGR, Crystal Grey, Stainless Steel Wash and Spin Drum)","₹15,379.00",4.3 stars,198 ratings,In stock,amazon_washing machine_data
"Samsung 12 kg, 5star, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW12DG5B24AXTL, Inox)","₹43,990.00",4.2 stars,"1,963 ratings",In stock,amazon_washing machine_data
"LG WashTower 13 Kg /10 Kg with AI Direct Drive & DUAL Inverter Heat Pump, Fully Automatic Front Load Washing Machine and Dryer (FWT1310BG) with Wi Fi & Central Control Panel Natural Beige & Green","₹1,59,990.00",4.2 stars,9 ratings,In stock,amazon_washing machine_data
Lloyd by Havells 7 kg 5 Star Semi Automatic Top Load Washing Machine Blue (GLWS705PULBL),"₹8,490.00",4.2 stars,14 ratings,In stock,amazon_washing machine_data
"Bosch 10kg 5 Star Anti Stain & AI Active Water Plus Fully Automatic Front Load Washing Machine with Built in Heater (WGA252ZSIN, Pretreatment, Iron Steam Assist & Allergy Plus, Silver)","₹44,490.00",4.4 stars,10 ratings,In stock,amazon_washing machine_data
ionstar 7 KG 2025 Hydro Wash Series | Semi-Automatic Washing Machine | Magic Filter | Jet Pulsator | Air Dryer | Buzzer | Wheels | MAROON,"₹6,740.00",5.0 out of 5 stars,3 ratings,In stock,amazon_washing machine_data
"LG 7 Kg, 5 Star, Steam, Inverter Direct Drive Technology, 6 Motion DD, Fully-Automatic Front Load Washing Machine (FHB1207Z2W, Remove Allergens & Tough Stain, Dial, Touch & LED Display, Essence White)","₹26,990.00",4.2 stars,,In stock,amazon_washing machine_data
"Whirlpool 7.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 7.5 GREY DAZZLE, Fast Drying)","₹10,990.00",4.2 out of 5 stars,"5,908 ratings",In stock,amazon_washing machine_data
"Panasonic 8 Kg Wifi Fully-Automatic Top Loading Smart Washing Machine (NA-F80CH3CRB, Charcoal Inox Grey, Drynamic Spin)","₹18,990.00",4.2 out of 5 stars,373 ratings,In stock,amazon_washing machine_data
"Whirlpool 6.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹8,990.00",4.1 out of 5 stars,283 ratings,In stock,amazon_washing machine_data
"Godrej 7.5 Kg 5 Star Rollercoaster Wash Technology, Steel Drum Fully-Automatic Top Load Washing Machine (WTEON ALP 75 5.0 FDTN GPGR, Graphite Grey, Zero Pressure Tech Fills Tub 60% Faster)","₹15,590.00",4.4 stars,399 ratings,In stock,amazon_washing machine_data
"IFB 5.5 kg Fully-automatic Dryer (TURBO DRY EX, Silver, Wall Mountable,Anti crease)","₹21,390.00",3.7 out of 5 stars,"1,210 ratings",In stock,amazon_washing machine_data
"Acer 8.0 Kg 5 Star Fully-Automatic Top Loading Washing Machine (AR80HFATLH2C2CR24D, Cherry Red,12 Wash Programs, In-Built Heater, Magic Filter, Robust Motor)","₹16,499.00",4.4 out of 5 stars,17 ratings,In stock,amazon_washing machine_data
"Godrej 7.5 Kg 5 Star Storm Force Pulsator Semi Automatic Top Load Washing Machine (WS EDGE CLS 75 5.0 PN2 GPGR, Graphite Grey, With Translucent Lid)","₹10,590.00",4.3 stars,306 ratings,In stock,amazon_washing machine_data
"Godrej 8 Kg 5 Star, With Soft Shut Wash Lid, Semi-Automatic Top Loading Washing Machine (WSEDGE ULTS 80 5.0 DB2M CSGR, Crystal Grey, Stainless Steel Wash and Spin Drum)","₹15,379.00",4.3 stars,198 ratings,In stock,amazon_washing machine_data
SeMi AuToMaTiC FoLdInG 9L SmAlL MiNi WaShInG MaChInE WiTh DrYeR DeEp CLeAnInG FoR UnDeRwEaR WaShINg MaChInE SeMi AuToMaTiC A11,"₹1,798.00",5.0 out of 5 stars,3 ratings,In stock,amazon_washing machine_data
GoWarranty 2 Year Extended Warranty for Washing Machine (Rs 30001 - Rs 70000) Email Delivery,"₹3,744.00",5.0 out of 5 stars,4 ratings,In stock,amazon_washing machine_data
"Wintwilla SeMi AuToMaTiC SmAlL pOrTaBlE WaShInG MaChInE, 11.5l lArGe cApAcItY MiNi wAsHiNg mAcHiNe DrAiN BaSkEt, FoLdAbLe wAsHiNg mAcHiNe wItH 3 DeEp cLeAnInG MoDeS FoR UnDeRwEaR (large)","₹2,999.00",3.3 out of 5 stars,19 ratings,In stock,amazon_washing machine_data
"Panasonic 7 kg 5 Star Inverter Fully Automatic Front Loading Washing Machine with Built-In Heater (NA-147MH2L01, Dark Silver, 2024 Model)","₹26,490.00",4.4 out of 5 stars,80 ratings,In stock,amazon_washing machine_data
"Godrej 7 Kg 5 Star Zero Pressure Technology Fills Tub 60% Faster, Auto Balance system,Fully-Automatic Top Load Washing Machine(WTEON ALP 70 5.0 FDTN GPGR, Graphite Grey, Steel Drum)","₹13,990.00",4.4 stars,"1,520 ratings",In stock,amazon_washing machine_data
"Godrej 10 Kg 5 Star Inbuilt Heater, Zero Pressure (0.02 MPa) Technology, Steel Drum Fully-Automatic Top Load Washing Machine (WTEON ADA 10 5.0 FEFH GLGR, Glacial Grey, With Soft Close Lid)","₹24,990.00",4.3 stars,"3,417 ratings",In stock,amazon_washing machine_data
"IFB 8 Kg 5 Star with 9 Swirl Wash, AI Powered, Wi-Fi, Fully Automatic Front Load Washing Machine (Senator MSN 8014, Steam Refresh Program with Eco Inverter, Metallic Silver)","₹34,990.00",4.0 out of 5 stars,"1,191 ratings",In stock,amazon_washing machine_data
"Samsung 12 kg, 5star, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW12DG5B24AXTL, Inox)","₹43,990.00",4.2 stars,"1,963 ratings",In stock,amazon_washing machine_data
ionstar 10 KG 2025 Hydro Wash Semi Automatic Washing Machine | Magic Filter | Jet Pulsator | Air Dryer | Buzzer | Double WaterFall | Extended Warranty - Grey,"₹9,490.00",5.0 out of 5 stars,3 ratings,In stock,amazon_washing machine_data
BOSCH 9 kg 5 Star with 1360 High RPM Spin Motor Semi Automatic Top Load Washing Machine Multicolor (WJP904C0IN),"₹13,499.00",4.3 stars,3 ratings,In stock,amazon_washing machine_data
STEEZY CLUB-Washing-Machine-Portable-Mini-Foldable-Washer-and-Spin-Dryer-Small-Foldable-Bucket-Washer-for-Camping-RV-Travel-Small-Spaces-Lightweight-and-Easy-to-Carry (1.4 KG) (W4),"₹1,468.00",5.0 out of 5 stars,19 ratings,In stock,amazon_washing machine_data
Dreamyland MiNi wAsHiNg mAcHiNe tUrBiNe wAsHiNg mAcHiNe wAsHiNg mAcHiNe dOoR HiNgE UlTrAsOnIc lIgHtWeIgHt tUrBo wAsHeR WiTh uSb cAbLe - fOr hOmE CaMpInG DoRmS BuSiNeSs cOlLeGe rOoMs.,₹299.00,2.9 out of 5 stars,16 ratings,In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 11 Kg 5 Star Fully-Automatic Top Loading Washing Machine (WTL1106UEA / OBS1060, Grey, Double Waterfall Technology)","₹19,090.00",4.0 out of 5 stars,22 ratings,Not Available,amazon_washing machine_data
"Onida 9.0 kg Top Load Washer Only (W90W, Lava Red), Free 1 Year Extended warranty","₹4,999.00",4.1 out of 5 stars,"1,843 ratings",Not Available,amazon_washing machine_data
"Whirlpool 7.0 Kg 5 Star MAGIC CLEAN Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN RYL SRS 7.0 GREY DAZZLE (5YR), 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹9,490.00",4.2 out of 5 stars,"11,662 ratings",In stock,amazon_washing machine_data
Whirlpool 6.5 Kg 5 Star StainWash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS 6.5 (H) GREY 10YMW with In-Built Heater),"₹15,990.00",4.1 stars,"11,550 ratings",In stock,amazon_washing machine_data
"Panasonic 8 kg 5 Star Inverter Fully Automatic Front Loading Washing Machine (NA-148MH2L01, 2024 Model, Dark Silver, Steam, Drynamic Spin)","₹28,990.00",4.4 out of 5 stars,80 ratings,In stock,amazon_washing machine_data
"Whirlpool 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 8.5 GREY DAZZLE,2x Drying Power)","₹12,990.00",4.2 out of 5 stars,725 ratings,In stock,amazon_washing machine_data
"Telestone 6.5 Kg Semi-Automatic Top Load Washing Machine | Air Jet Dry Technology | Transparent Lid | Shock & Rust-Proof Body | Easy Mobility Wheels (Aqua Beat, White)","₹9,490.00",Previous page,,In stock,amazon_washing machine_data
White Westinghouse 7.5 kg 3D Wash Semi Automatic Top Loading Washing Machine (SFW7500/ BLACK/ 2023),"₹7,999.00",4.3 stars,89 ratings,Only 1 left in stock.,amazon_washing machine_data
"Panasonic 11 kg 5 Star Wi-Fi Fully Automatic Top Load Washing Machine (VD1, NA-F110VD1BB, Black Silver,Compatible with Alexa)","₹31,990.00",5.0 out of 5 stars,1 rating,Only 1 left in stock.,amazon_washing machine_data
"Panasonic 7 kg 5 Star Inverter Fully Automatic Front Loading Washing Machine with Built-In Heater (NA-147MH2L01, Dark Silver, 2024 Model)","₹26,490.00",4.4 out of 5 stars,80 ratings,In stock,amazon_washing machine_data
"Whirlpool 7 KG 5 Star, Supersoak Technology Semi Automatic Top Load Washing Machine (ACE 7.0 Super Soak (Wine)) (Wine)","₹8,990.00",4.2 out of 5 stars,54 ratings,Not Available,amazon_washing machine_data
"Wintwilla SeMi AuToMaTiC SmAlL pOrTaBlE WaShInG MaChInE, 11.5l lArGe cApAcItY MiNi wAsHiNg mAcHiNe DrAiN BaSkEt, FoLdAbLe wAsHiNg mAcHiNe wItH 3 DeEp cLeAnInG MoDeS FoR UnDeRwEaR (large)","₹2,999.00",3.3 out of 5 stars,19 ratings,In stock,amazon_washing machine_data
"IFB 10Kg 5 Star with Deep Clean Oxyjet Technology, AI Powered, Fully Automatic Front Load Washing Machine (EXECUTIVE PLUS VSC 1014, Steam Refresh Program, Wi-Fi, Eco Inverter, SUS VCM, silver)","₹49,990.00",4.0 out of 5 stars,11 ratings,In stock,amazon_washing machine_data
